GENE	721_B_lymphoblasts	Adipocyte	BDCA4+_DentriticCells	BronchialEpithelialCells	CD105+_Endothelial	CD14+_Monocytes	CD19+_BCells(neg	CD33+_Myeloid	CD34+	CD4+_Tcells	CD56+_NKCells	CD71+_EarlyErythroid	CD8+_Tcells	CardiacMyocytes	Colorectaladenocarcinoma	Leukemia_chronicMyelogenousK-562	Leukemia_promyelocytic-HL-60	Leukemialymphoblastic(MOLT-4)	Lymphoma_burkitts(Daudi)	Lymphoma_burkitts(Raji)	SkeletalMuscle	SmoothMuscle	Spinalcord	TestisGermCell	TestisLeydigCell
ACP5	1.207547	0.915094	6.792453	1.009434	1.877358	8.075472	35.169811	1.584906	1.179245	3.169811	1.433962	0.90566	1.924528	1.216981	0.924528	4.028302	0.801887	0.754717	1.198113	1.320755	1.103774	1.09434	1.0	0.764151	0.924528
ACSL1	3.324375	50.029115	0.488988	1.43561	2.226204	3.813363	0.208287	9.301978	1.420679	0.144084	0.440463	0.281448	0.163494	0.389698	1.951474	0.545726	2.690556	0.117208	0.346398	10.360582	1.125793	0.437477	3.015304	0.16424	0.251586
ACSL6	0.902309	0.820604	0.849023	0.781528	0.952043	0.944938	0.898757	1.119005	1.026643	1.083481	1.001776	53.818828	0.930728	1.346359	0.852575	0.774423	0.788632	0.653641	1.218472	1.332149	1.367673	1.012433	0.998224	3.008881	1.719361
ACSM3	13.952381	0.964286	1.095238	0.964286	0.988095	1.047619	1.059524	1.25	2.119048	1.059524	1.178571	0.928571	0.940476	1.27381	0.988095	119.369048	0.869048	0.785714	1.261905	1.380952	1.178571	1.119048	1.059524	0.809524	1.0
ACTA2	0.530333	4.821003	0.0782	0.318987	0.060197	0.183966	0.12527	0.19128	0.09864	0.079887	0.164838	0.075574	0.149461	7.243319	0.388373	0.071261	0.067323	0.051383	0.117956	0.331927	0.99128	8.938209	2.366245	19.160619	10.751242
ACTL6A	9.497696	0.732719	0.889401	3.046083	7.02765	0.9447	0.935484	1.21659	15.663594	1.004608	1.322581	1.75576	0.894009	1.732719	26.35023	1.861751	4.285714	1.557604	4.677419	3.423963	1.364055	1.562212	0.898618	1.760369	1.97235
ACTN1	0.067407	4.503409	0.621469	14.46016	0.885252	2.99435	0.109488	4.453536	4.349114	4.118839	0.218975	0.100526	4.361582	6.701344	27.499708	0.629262	0.077538	0.42782	0.137152	0.157802	0.131307	13.728034	0.19248	1.117865	0.36314
ACTN4	1.055743	1.252365	2.060811	3.305068	1.110473	1.576014	1.238176	1.991892	1.535473	0.693919	3.545946	0.913176	0.790203	2.111824	21.746959	1.836824	0.559122	0.176351	0.508446	0.944257	0.1625	3.858446	0.754392	0.682095	0.54223
ACTR2	61.71134	2.85567	138.371134	3.185567	19.28866	35.072165	44.876289	126.876289	32.649485	30.0	127.061856	2.185567	27.721649	1.731959	0.927835	0.896907	2.659794	1.938144	1.164948	1.350515	1.041237	2.28866	0.989691	0.762887	0.917526
ADA	57.109756	1.634146	79.536585	6.45122	3.146341	1.52439	1.036585	2.170732	44.304878	9.012195	32.317073	0.902439	11.231707	1.243902	1.158537	0.963415	2.890244	333.634146	4.317073	107.158537	1.060976	1.621951	0.963415	0.792683	1.0
ADAM28	1.024561	0.940351	6.336842	0.912281	0.919298	1.045614	91.459649	1.333333	1.649123	0.975439	1.670175	0.898246	0.82807	1.242105	0.940351	0.849123	1.333333	0.785965	1.375439	1.494737	1.333333	1.045614	1.347368	0.757895	3.929825
ADAMDEC1	1.169355	0.943548	1.064516	0.951613	0.975806	1.056452	1.032258	1.241935	1.169355	1.032258	1.129032	0.927419	0.862903	1.379032	0.983871	0.887097	2.225806	0.774194	1.274194	1.435484	1.33871	1.096774	1.040323	0.774194	1.024194
ADAMTS1	0.25585	12.560062	0.230889	30.00468	0.277691	0.26209	0.293292	0.279251	0.269891	0.310452	0.853354	0.274571	0.301092	1.329173	0.229329	0.271451	0.335413	0.335413	0.382215	0.396256	0.890796	27.734789	5.121685	2.449298	1.371295
ADAP2	1.0	0.854545	2.590909	0.818182	1.0	32.036364	1.127273	37.890909	1.009091	1.227273	2.118182	0.781818	0.863636	1.018182	0.863636	0.781818	0.690909	0.690909	1.127273	1.227273	1.018182	0.854545	1.263636	0.681818	0.845455
ADD2	1.157303	0.898876	0.977528	0.88764	152.314607	1.0	1.0	1.247191	8.224719	1.011236	1.123596	157.674157	0.88764	1.157303	0.921348	1.325843	0.808989	0.752809	1.179775	1.280899	1.11236	1.022472	1.0	0.764045	0.921348
ADIRF	0.335515	16.477097	0.246282	2.192742	0.277216	0.273647	0.245092	0.321237	0.320048	0.302201	0.303391	0.273647	0.296252	0.403331	2.497323	0.302201	0.330756	0.2558	0.443783	0.443783	0.450922	0.447353	2.605592	1.343248	0.839976
ADORA2A	5.424658	0.972603	1.493151	0.972603	1.0	1.082192	13.109589	2.342466	1.273973	5.547945	1.465753	0.90411	8.90411	1.260274	0.986301	0.890411	5.616438	0.794521	5.534247	13.575342	1.164384	1.136986	1.041096	0.821918	0.972603
ADORA2B	1.261538	0.984615	1.092308	25.430769	1.0	1.076923	1.076923	1.292308	1.276923	1.076923	1.2	0.923077	0.969231	37.353846	10.015385	0.907692	0.876923	0.815385	1.261538	1.384615	1.107692	62.292308	1.061538	0.846154	0.984615
AFAP1	0.723776	0.881119	0.716783	0.856643	0.891608	1.041958	0.884615	1.013986	0.975524	0.783217	0.870629	0.954545	0.643357	3.475524	0.846154	0.772727	0.783217	0.597902	1.318182	1.667832	2.248252	1.762238	0.912587	0.618881	1.108392
AGBL5	2.354037	0.968944	0.950311	1.608696	0.962733	0.714286	1.0	0.900621	3.732919	0.801242	0.826087	0.708075	0.78882	1.142857	3.813665	1.329193	1.223602	3.465839	2.869565	1.304348	1.397516	1.31677	1.006211	42.161491	39.937888
AHNAK2	1.130952	19.988095	1.035714	181.345238	0.940476	0.964286	0.988095	1.190476	1.178571	1.011905	1.107143	0.869048	0.904762	1.202381	0.988095	0.833333	0.809524	0.738095	1.166667	1.285714	1.059524	1.547619	2.511905	1.845238	0.916667
AIMP2	6.945855	1.377791	1.672071	5.240135	4.111961	2.389722	0.943408	1.620679	4.180483	0.43989	2.075252	0.878556	0.595289	1.86479	5.161211	3.115326	4.23004	0.57204	8.204344	6.731722	1.394922	2.192719	0.9948	3.006424	3.193025
AK1	0.141246	2.707418	0.185163	0.678932	12.91276	0.122255	0.154303	0.172107	0.880712	2.47003	1.110979	10.519881	2.192285	1.018398	0.966172	0.216024	0.144807	0.108012	0.231454	0.524629	13.34362	1.437389	4.436795	2.033234	0.948368
AK2	10.983871	0.967742	16.435484	1.021505	1.295699	2.817204	1.0	5.994624	18.639785	1.327957	3.650538	0.908602	1.77957	1.365591	1.086022	1.5	1.209677	1.38172	1.430108	1.392473	1.344086	1.091398	0.956989	0.768817	0.946237
AKAP12	0.092249	10.68854	0.091298	0.589634	0.805516	0.071327	0.125535	0.234903	1.494056	0.304327	0.097004	0.266286	0.141702	1.344746	7.083214	0.672373	0.489777	0.379458	0.171184	0.582026	0.642891	4.309082	2.006657	11.160247	8.858773
AKAP3	1.266187	0.978417	1.107914	0.992806	1.007194	1.064748	1.064748	1.280576	1.266187	1.093525	1.194245	0.935252	0.964029	1.251799	1.007194	0.906475	0.863309	0.805755	1.266187	1.381295	1.122302	1.122302	1.05036	63.726619	47.784173
AKR1C1	0.79316	75.714984	0.249186	49.26873	4.498371	0.179153	0.23127	0.203583	0.985342	0.188925	0.193811	1.767101	0.156352	8.008143	0.179153	2.226384	0.34202	0.13355	0.213355	0.356678	1.032573	10.190554	5.936482	2.576547	0.923453
AKR1C2	1.120357	180.433878	0.686478	132.517088	3.86627	0.555721	0.383358	0.341753	1.185736	0.555721	1.007429	2.40416	0.279346	9.200594	0.502229	1.821694	0.549777	0.356612	0.421991	0.775632	1.060921	13.774146	8.582467	2.793462	0.933135
AKR1C3	3.115702	267.677686	3.206612	142.0	332.454545	0.975207	0.933884	1.132231	66.289256	1.0	153.900826	12.735537	0.842975	7.834711	0.917355	0.826446	0.809917	0.710744	1.181818	1.31405	1.181818	71.818182	0.991736	0.735537	0.933884
ALDH1A1	0.354967	0.511258	0.588079	0.333775	13.409272	8.55894	0.378808	9.41457	12.953642	0.32053	0.362914	0.855629	0.288742	0.892715	0.394702	0.537748	0.386755	0.362914	0.543046	0.662252	0.794702	0.564238	8.039735	32.296689	8.07947
ALDH1A2	0.762655	0.95838	0.942632	0.805399	0.733408	0.79865	0.825647	1.070866	0.850394	0.969629	0.71766	0.868391	0.760405	0.940382	0.890889	1.993251	0.726659	3.455568	1.541057	1.230596	3.129359	0.834646	0.983127	0.904387	1.743532
ALDH3B1	0.943038	0.911392	5.5	0.911392	0.981013	50.518987	1.025316	26.620253	1.21519	0.879747	2.094937	2.734177	0.765823	1.259494	1.240506	0.841772	0.810127	0.746835	1.202532	1.341772	1.189873	1.06962	0.993671	0.772152	0.987342
ALDH5A1	1.466205	0.422877	4.980936	0.259965	1.400347	0.44714	2.180243	1.17851	5.067591	1.216638	1.164645	1.864818	1.559792	0.44714	0.762565	0.904679	16.332756	0.811092	52.280763	21.861352	1.126516	0.30156	3.570191	0.488735	0.481802
ALDOC	18.78501	2.010519	0.16568	2.398422	0.109139	0.156476	0.642998	0.143327	0.135437	0.970414	0.454964	0.099934	0.715319	0.845496	0.579882	5.896121	7.295201	5.813281	1.345168	26.579882	0.4405	2.401052	52.962525	0.573307	0.833662
ALG8	5.292929	1.077441	3.973064	1.818182	3.636364	1.144781	2.013468	4.30303	7.373737	1.090909	1.353535	0.673401	1.030303	1.218855	1.326599	9.979798	2.754209	2.37037	4.572391	1.171717	0.922559	1.057239	1.057239	9.939394	3.420875
ALOX5AP	41.333333	0.858238	420.67433	1.172414	0.850575	58.888889	90.689655	117.333333	10.475096	55.547893	102.114943	0.812261	49.011494	1.088123	0.850575	0.796935	22.260536	1.256705	44.727969	76.061303	0.97318	0.988506	3.072797	0.689655	0.835249
ALS2CL	0.905775	0.994934	0.579534	1.050321	0.55792	0.38433	0.572779	0.917258	0.370821	1.122594	0.757852	0.798379	0.813914	2.462006	1.308342	0.788247	0.903749	0.83823	1.535292	1.709558	1.442756	0.911179	1.28335	0.66464	1.014522
AMFR	0.899183	0.861035	0.861035	0.899183	0.975477	2.337875	0.93733	1.749319	0.920981	1.040872	1.215259	0.861035	0.926431	1.46049	1.182561	1.166213	8.899183	0.773842	5.814714	8.474114	1.438692	1.182561	1.166213	0.773842	0.953678
AMIGO2	0.661626	0.73724	10.850662	45.10397	0.73724	0.669187	2.128544	0.971645	0.873346	5.277883	2.480151	0.521739	8.045369	11.432892	0.725898	3.066163	0.476371	0.601134	0.907372	0.850662	1.066163	8.517958	1.009452	6.215501	0.854442
AMMECR1	12.036145	1.23494	1.259036	11.108434	86.981928	0.981928	2.048193	2.789157	15.277108	5.644578	4.957831	77.981928	6.620482	1.73494	1.018072	0.987952	1.271084	0.728916	1.26506	1.427711	1.174699	4.451807	0.957831	0.746988	0.945783
ANK1	1.128788	0.94697	1.030303	0.916667	33.704545	1.030303	1.492424	1.204545	2.159091	1.068182	1.143939	59.295455	0.909091	1.333333	0.954545	1.015152	0.94697	0.765152	1.613636	1.44697	10.69697	1.068182	1.022727	0.787879	0.992424
ANK2	0.89842	7.828442	0.663657	0.641084	0.672686	0.713318	0.708804	0.844244	0.803612	0.690745	0.758465	0.663657	0.609481	1.038375	0.690745	0.609481	0.604966	0.523702	0.943567	1.083521	1.092551	0.767494	43.665914	1.629797	0.735892
ANKRD27	9.811563	0.698073	2.907923	2.111349	8.325482	4.599572	1.627409	1.691649	48.12848	7.66167	7.631692	0.817987	7.486081	0.813704	2.937901	4.937901	14.616702	0.972163	1.571734	14.813704	0.925054	1.610278	1.460385	2.912206	0.82227
ANKRD36B	1.249612	0.663566	1.87907	0.613953	0.92093	0.731783	0.75969	0.803101	6.071318	30.579845	0.976744	0.669767	48.567442	1.128682	0.737984	0.59845	0.604651	1.258915	0.924031	1.122481	1.255814	0.781395	0.697674	13.013953	4.818605
ANKZF1	5.360825	0.958763	1.680412	0.948454	1.020619	1.164948	3.350515	1.278351	2.041237	11.969072	2.381443	1.164948	12.329897	1.206186	0.989691	1.092784	2.134021	1.865979	1.247423	12.412371	1.14433	1.113402	1.041237	0.783505	0.958763
ANXA3	1.093458	0.925234	0.962617	150.943925	0.953271	1.0	0.962617	1.17757	1.140187	0.971963	1.074766	0.88785	0.859813	1.327103	44.719626	0.953271	0.841121	0.738318	1.224299	1.373832	1.17757	1.130841	1.028037	0.757009	0.943925
AOAH	1.034722	0.909722	14.055556	0.888889	1.097222	103.881944	1.0	89.25	3.034722	2.916667	74.263889	0.895833	4.243056	1.125	0.902778	0.826389	0.770833	0.736111	1.173611	1.25	1.805556	1.041667	1.215278	0.673611	0.972222
AOC3	0.857143	152.246753	0.65368	0.805195	0.865801	0.930736	0.852814	1.004329	0.995671	0.883117	0.943723	0.857143	0.731602	1.510823	0.82684	0.761905	0.748918	0.649351	1.164502	1.324675	1.38961	0.974026	0.904762	5.95671	1.220779
AP3S1	3.985461	2.217024	3.277822	3.148824	1.118953	2.587365	2.559873	2.571504	2.266191	0.956913	2.373777	0.062384	0.998414	1.281523	1.273592	0.656886	4.933915	1.09437	1.358181	1.403119	0.114988	2.266984	0.998414	1.3788	0.675919
APH1B	1.744444	0.977778	1.222222	0.966667	1.011111	2.155556	1.066667	2.055556	1.311111	1.1	1.3	0.822222	0.955556	1.244444	0.933333	0.877778	0.877778	0.788889	1.233333	1.344444	1.533333	1.188889	1.0	64.544444	59.388889
APOBEC3B	59.85267	0.971455	5.667587	0.888582	44.516575	0.976059	0.930018	1.151013	1.123389	0.796501	1.155617	16.657459	0.787293	2.997238	75.156538	2.638122	0.810313	0.630755	1.468692	1.574586	1.979742	1.169429	0.883978	0.713628	0.994475
APOBEC3G	23.351528	0.729258	13.327511	1.90393	0.783843	12.727074	20.163755	2.637555	1.050218	13.264192	67.775109	0.947598	21.951965	1.172489	78.478166	0.908297	6.967249	0.951965	4.975983	17.567686	2.240175	0.899563	1.382096	5.879913	1.181223
APOC1	0.54075	37.495472	0.429495	0.432083	24.871928	0.364812	0.388098	0.535576	20.051746	0.382924	0.545925	1.029754	0.426908	0.455369	1.187581	21.045278	0.323415	0.442432	0.602846	0.520052	0.747736	0.553687	7.914618	0.35705	0.574386
APOD	0.041823	12.105558	0.032018	0.123768	0.03582	0.039922	0.026915	0.03642	0.037921	0.033318	0.03622	0.028015	0.022412	0.056731	0.057131	0.089049	0.039722	0.074641	0.19941	0.12737	5.734154	0.098854	18.152084	0.76372	0.889689
APOE	0.069753	30.281052	0.061595	0.299816	4.06649	0.067714	0.065266	0.087701	0.285132	0.084846	0.068937	0.157047	0.05874	0.964715	1.242505	1.625127	0.048542	0.083622	0.077911	0.227616	0.091373	0.063227	6.306343	0.332857	0.478075
AQP1	0.37535	1.322129	0.406162	0.554622	4.591036	0.431373	0.319328	0.386555	0.378151	0.327731	0.355742	32.218487	0.294118	1.005602	0.442577	0.607843	0.456583	0.610644	0.680672	0.708683	1.94958	0.638655	27.322129	0.910364	0.809524
AQP9	1.414286	0.985714	1.142857	0.985714	1.0	66.028571	1.071429	12.8	1.271429	1.085714	1.214286	0.928571	0.971429	1.285714	1.0	0.9	0.885714	0.8	1.271429	1.371429	1.128571	1.142857	1.071429	0.842857	0.985714
AREG	0.993976	0.915663	1.271084	198.222892	0.945783	1.03012	1.174699	1.837349	3.006024	0.945783	8.259036	0.927711	0.885542	1.60241	0.981928	1.403614	0.831325	0.722892	1.271084	1.493976	1.626506	1.066265	1.012048	0.777108	1.138554
ARHGAP15	56.7375	0.925	43.7875	0.9125	4.475	25.4375	135.075	13.225	72.85	127.7375	75.1375	0.875	115.6375	1.1625	0.925	0.8375	0.85	17.2125	18.7375	1.55	1.075	1.05	1.1625	3.35	1.5625
ARHGEF3	4.139785	0.682796	2.344086	0.827957	0.698925	10.317204	4.376344	5.263441	1.284946	34.763441	83.983871	0.66129	38.596774	1.150538	0.962366	0.677419	0.677419	0.586022	1.0	1.123656	1.069892	1.069892	0.983871	1.978495	0.741935
ARNTL2	67.218543	0.980132	1.086093	9.907285	1.006623	1.059603	1.059603	1.258278	1.258278	1.059603	1.178808	0.913907	0.940397	1.377483	2.529801	0.927152	0.874172	0.794702	1.258278	1.403974	1.245033	1.589404	1.059603	0.821192	0.966887
ASB13	0.40868	0.943942	0.560579	0.962025	1.012658	2.007233	0.75226	1.461121	1.877034	1.005425	0.80651	0.860759	0.889693	1.327306	1.081374	1.768535	2.81736	0.781193	5.121157	3.468354	1.074141	0.875226	0.990958	0.802893	0.853526
ASGR1	1.101887	0.958491	1.124528	0.981132	1.018868	51.09434	1.056604	17.215094	1.25283	1.049057	1.154717	0.943396	0.928302	1.313208	1.003774	0.898113	0.875472	0.807547	1.275472	1.441509	1.25283	1.124528	1.071698	0.830189	0.988679
ASNS	21.764128	0.784603	2.239967	12.866503	0.769042	0.159705	2.982801	0.257166	1.011466	5.216216	2.322686	0.197379	4.640459	11.306306	21.454545	27.321048	11.57412	1.232596	14.170352	35.040131	0.352989	4.865684	1.095004	0.988534	0.821458
ASRGL1	0.82439	0.834146	0.77561	0.678049	0.82439	1.902439	0.614634	3.585366	3.039024	0.668293	0.882927	0.614634	0.712195	1.04878	0.834146	0.980488	0.560976	5.536585	0.926829	1.107317	1.034146	0.726829	1.946341	58.580488	43.77561
ATAD3A	5.594533	1.425968	1.667426	1.029613	7.407745	1.257403	1.580866	1.371298	4.738041	1.671982	2.514806	3.161731	2.136674	1.280182	4.132118	6.177677	8.018223	2.906606	1.407745	2.091116	0.947608	1.462415	0.984055	0.779043	0.90205
ATG4A	1.246862	1.121339	1.188285	0.945607	1.882845	1.271967	1.230126	2.861925	1.087866	1.39749	1.631799	39.623431	1.824268	1.171548	0.970711	0.895397	0.786611	0.794979	1.238494	1.330544	1.096234	1.087866	1.037657	0.895397	1.154812
ATM	3.631902	0.877301	1.693252	0.865031	0.96319	1.134969	4.674847	4.828221	1.411043	87.809816	21.294479	0.883436	116.435583	1.294479	0.96319	0.865031	1.392638	1.96319	4.766871	2.07362	1.595092	0.981595	1.355828	0.791411	0.932515
ATP13A2	1.770355	0.605428	44.463466	2.313152	0.897704	5.878914	2.020877	1.691023	5.215031	1.820459	4.23382	0.509395	1.93737	4.5762	1.08142	1.160752	0.91858	0.864301	0.718163	1.453027	0.734864	1.131524	3.795407	0.467641	0.5762
ATP1B1	1.779348	0.053666	0.094394	1.58529	0.169621	0.033301	0.033062	0.158601	0.216579	0.031385	0.034978	0.032103	0.026354	0.202683	0.15884	0.027791	0.031145	0.025635	0.049114	0.266651	2.208433	0.090561	5.755391	0.982511	0.065405
ATP2A1	1.273973	0.986301	1.123288	1.0	1.013699	1.068493	1.082192	1.30137	1.273973	1.109589	1.219178	0.945205	0.986301	1.260274	1.0	0.917808	0.876712	0.821918	1.287671	1.410959	2067.630137	1.136986	1.068493	0.863014	1.0
ATP5I	1.498633	0.730463	1.484507	2.313967	2.455229	1.728526	1.438596	1.992026	2.729095	0.84165	1.92128	1.312828	0.721577	0.836067	0.729209	0.893939	2.97357	1.058555	1.445318	2.739234	1.125427	1.461153	1.560036	0.640693	0.377649
ATP6V0A2	1.309091	0.981818	1.227273	0.963636	1.2	1.2	1.1	1.281818	14.836364	1.181818	1.645455	0.945455	1.036364	1.272727	1.0	1.781818	0.863636	0.827273	1.254545	1.445455	1.181818	1.090909	1.036364	1.045455	0.972727
ATP6V0E1	0.996865	1.818182	1.034483	1.924765	0.9279	2.702194	1.009404	1.69279	1.222571	0.940439	1.097179	0.984326	0.846395	8.181818	0.915361	0.833856	0.827586	0.714734	1.278997	1.504702	1.54232	7.579937	1.003135	0.752351	1.034483
AURKA	21.386503	0.92638	0.981595	0.944785	25.294479	0.97546	0.93865	1.153374	3.932515	0.877301	1.0	23.294479	0.766871	1.773006	20.177914	1.546012	0.840491	2.588957	1.920245	1.441718	1.251534	1.588957	0.98773	1.214724	1.90184
AUTS2	34.617201	0.688027	12.421585	0.940978	0.50253	0.448567	0.833052	0.539629	1.359191	7.848229	23.379427	0.344013	4.0	0.556492	0.411467	0.411467	0.455312	0.41484	1.409781	1.005059	0.650927	0.347386	2.300169	1.126476	0.50253
BAALC	1.102041	0.887755	1.0	0.887755	0.908163	0.959184	0.94898	1.142857	3.285714	0.969388	1.112245	0.857143	0.857143	1.255102	0.897959	0.806122	0.785714	0.72449	1.142857	1.27551	1.102041	1.020408	140.091837	0.744898	0.887755
BACE1	0.836858	3.223565	0.939577	0.661631	1.02719	1.495468	0.725076	3.23565	1.196375	0.743202	0.791541	0.676737	0.65861	2.009063	0.694864	0.622356	0.610272	0.546828	0.957704	0.984894	0.957704	1.891239	40.296073	0.60423	0.712991
BACE2	2.512563	6.824121	0.954774	31.045226	0.924623	0.944724	41.507538	1.135678	1.20603	0.974874	0.994975	4.281407	0.79397	1.236181	27.758794	0.844221	0.81407	10.592965	1.175879	1.728643	1.085427	22.482412	0.964824	1.366834	0.944724
BACH2	1.164021	0.973545	1.026455	0.920635	0.984127	1.037037	37.597884	1.227513	1.84127	9.925926	1.301587	0.920635	5.513228	1.365079	0.994709	0.888889	0.867725	0.941799	94.656085	1.428571	1.470899	1.111111	1.037037	0.804233	0.984127
BAHCC1	1.227273	0.988636	3.75	0.977273	1.363636	1.954545	1.056818	1.954545	31.738636	1.102273	1.193182	0.931818	0.988636	1.25	0.977273	1.011364	0.875	51.022727	1.272727	1.363636	1.113636	1.136364	1.227273	0.795455	0.988636
BANK1	1.087452	0.965779	10.980989	0.897338	1.536122	1.003802	238.372624	1.163498	3.847909	0.980989	1.513308	0.920152	0.874525	1.452471	0.942966	0.86692	1.125475	0.730038	3.04943	4.372624	1.307985	1.079848	1.026616	0.760456	0.988593
BAZ1B	11.863507	0.970616	2.424645	1.014218	5.207583	1.965877	2.27109	1.948815	6.164929	4.066351	4.212322	7.383886	5.061611	1.321327	5.747867	3.124171	1.292891	5.965877	16.424645	1.577251	1.264455	1.939336	1.169668	1.141232	0.934597
BCL11B	1.020408	0.904762	0.993197	0.911565	0.92517	1.0	0.986395	1.156463	1.136054	161.251701	8.857143	0.877551	139.14966	1.278912	0.931973	0.843537	0.823129	38.170068	1.197279	1.346939	1.496599	1.040816	1.006803	0.741497	0.938776
BCL2A1	71.434286	0.88	7.268571	0.862857	0.948571	67.548571	9.16	47.828571	1.068571	6.297143	30.354286	0.891429	1.748571	1.662857	0.902857	0.777143	12.748571	0.68	1.24	13.011429	1.382857	1.022857	0.988571	0.714286	1.411429
BDH2	1.136659	2.72885	1.114967	1.275488	1.093275	0.733189	1.167028	0.976139	2.793926	2.281996	1.327549	0.529284	2.125813	1.023861	0.4859	0.494577	0.976139	4.234273	0.954447	0.83731	0.819957	2.9718	3.991323	2.390456	0.828633
BHLHE40	3.433526	0.924855	7.884393	5.063584	0.959538	1.017341	1.017341	8.184971	1.236994	1.479769	7.00578	0.901734	0.947977	1.213873	3.132948	10.578035	0.83237	0.751445	1.202312	1.306358	1.086705	1.086705	1.641618	0.786127	0.936416
BHLHE41	0.804598	0.798851	0.850575	0.781609	0.804598	0.873563	0.896552	1.04023	1.005747	0.775862	0.948276	0.798851	0.764368	1.109195	0.833333	0.729885	0.729885	0.643678	1.091954	1.206897	1.022989	1.385057	38.741379	0.833333	0.844828
BIN1	0.395604	0.937363	4.091209	0.43956	0.17033	0.564835	7.997802	0.715385	0.80989	7.387912	4.959341	0.191209	5.663736	0.66044	0.662637	0.278022	0.423077	0.397802	0.443956	0.487912	18.723077	0.925275	4.757143	0.398901	0.43956
BIN2	1.235955	0.977528	34.617978	0.955056	1.0	70.044944	15.573034	98.988764	11.202247	92.325843	271.640449	0.921348	88.58427	1.303371	0.988764	0.88764	0.865169	4.58427	1.269663	1.393258	1.179775	1.123596	1.269663	0.842697	0.977528
